"RECALL_NUMBER_NUM","YEAR","MANUFACTURER_RECALL_NO_TXT","CATEGORY_ETXT","CATEGORY_FTXT","MAKE_NAME_NM","MODEL_NAME_NM","UNIT_AFFECTED_NBR","SYSTEM_TYPE_ETXT","SYSTEM_TYPE_FTXT","NOTIFICATION_TYPE_ETXT","NOTIFICATION_TYPE_FTXT","COMMENT_ETXT","COMMENT_FTXT","RECALL_DATE_DTE","LAST_UPDATE_DATE","MANUFACTURER_NAME_NM"
"2015230",2002,,"SUV","Véhicule utilitaire-sport","BMW","3 SERIES","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2003,,"SUV","Véhicule utilitaire-sport","BMW","X5","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2003,,"Car","Voiture","BMW","3 SERIES","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2003,,"SUV","Véhicule utilitaire-sport","BMW","5 SERIES","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2003,,"SUV","Véhicule utilitaire-sport","BMW","3 SERIES","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2003,,"Car","Voiture","BMW","X5","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2003,,"Car","Voiture","BMW","5 SERIES","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2004,,"SUV","Véhicule utilitaire-sport","BMW","3 SERIES","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2004,,"Car","Voiture","BMW","3 SERIES","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2005,,"Car","Voiture","BMW","3 SERIES","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
"2015230",2005,,"SUV","Véhicule utilitaire-sport","BMW","3 SERIES","30,668.00","Airbag","Coussin gonflable","Safety Mfr","Sécurité - fabricant","On certain vehicles, the driver frontal airbag inflator could produce excessive internal pressure during airbag deployment. Increased pressure may cause the inflator to rupture, which could allow fragments to be propelled toward vehicle occupants, increasing the risk of injury. This could also damage the airbag module, which could prevent proper deployment. Failure of the airbag to fully deploy during a crash (where deployment is warranted) could increase the risk of personal injury to the seat occupant. Note: This recall supersedes special service campaign 2014-587. Correction: Dealers will replace the airbag module.","Sur certains véhicules, le dispositif de gonflement du coussin gonflable frontal du conducteur pourrait produire une pression interne excessive pendant le gonflement du coussin gonflable. Une pression plus grande que la normale pourrait faire en sorte que le dispositif de gonflement se brise, ce qui pourrait permettre à des fragments d'être propulsés vers les occupants du véhicule, ce qui augmenterait les risques de blessures. Cela pourrait aussi endommager le module de coussin gonflable, ce qui pourrait empêcher un déploiement adéquat. Si le coussin gonflable ne se déployait pas entièrement lors d'un accident où son déploiement est nécessaire, cela pourrait augmenter les risques de blessures pour la personne assise sur le siège. Remarque : Le présent rappel remplace la campagne d'amélioration de la sécurité 2014-587. Les concessionnaires replaceront le coussin gonflable.","2015-05-27","2023-01-10","BMW"
